Data Hora;Último Registro;Chuva Acumulada em 1 Hora(s);Chuva Acumulada em 4 Hora(s);Chuva Acumulada em 24 Hora(s);Chuva Acumulada em 48 Hora(s);Chuva Acumulada em 96 Hora(s)
07/01/2018 23:20;0,79;2,8;27,9;58,1;58,9;94,3
07/01/2018 23:30;0,39;2,9;28,3;58,4;59,0;93,7
07/01/2018 23:40;0,59;3,1;28,9;59,0;59,6;93,9
07/01/2018 23:50;0,59;3,1;29,5;59,6;60,0;94,1
08/01/2018 00:00;0,39;3,1;29,9;60,0;60,4;94,1
08/01/2018 00:10;0,2;3,0;29,7;60,2;60,6;93,9
08/01/2018 00:20;0,39;2,6;29,5;60,6;60,8;93,7
08/01/2018 00:30;0,2;2,4;28,7;60,8;61,0;93,5
08/01/2018 00:40;0,2;2,0;28,9;61,0;61,2;93,1
08/01/2018 00:50;0,2;1,6;28,9;61,2;61,4;93,1
08/01/2018 01:00;0,2;1,4;28,1;61,4;61,6;92,9
08/01/2018 01:10;0,39;1,6;24,2;61,8;62,0;93,3
08/01/2018 01:20;0,98;2,2;19,7;62,8;63,0;94,1
08/01/2018 01:30;0,39;2,4;14,8;63,2;63,4;94,5
08/01/2018 01:40;0,2;2,4;10,8;63,4;63,6;94,3
08/01/2018 01:50;0,2;2,4;9,2;63,6;63,8;93,9
08/01/2018 02:20;0,59;1,4;8,8;64,2;64,4;91,0
08/01/2018 02:30;0,2;1,2;8,8;64,4;64,6;90,6
08/01/2018 02:40;0,39;1,4;8,8;64,7;64,9;90,8
08/01/2018 03:00;0,2;1,4;8,1;64,9;65,1;90,8
08/01/2018 03:50;0,0;0,2;5,3;64,9;64,9;90,0
08/01/2018 04:50;0,0;0,0;3,7;64,7;64,9;88,6
08/01/2018 05:20;0,79;0,8;3,0;65,5;65,7;89,4
08/01/2018 05:30;0,59;1,4;3,2;66,1;66,3;90,0
08/01/2018 05:50;0,0;1,4;2,8;66,1;66,3;90,0
08/01/2018 06:00;0,98;2,4;3,7;67,1;67,3;91,0
08/01/2018 06:10;1,57;3,9;5,3;65,7;68,9;92,5
08/01/2018 06:20;0,2;3,3;4,9;65,5;69,1;92,7
08/01/2018 06:50;0,0;2,8;4,3;61,8;69,1;91,6
08/01/2018 07:50;0,0;0,0;4,1;60,0;69,1;87,8
08/01/2018 08:50;0,0;0,0;4,1;59,4;69,1;87,2
08/01/2018 09:40;0,59;0,6;3,3;57,1;69,7;87,8
08/01/2018 09:50;0,2;0,8;3,5;53,3;69,9;88,0
08/01/2018 10:00;0,39;1,2;3,0;49,2;70,3;88,4
08/01/2018 10:10;1,37;2,6;2,8;49,2;71,6;89,8
08/01/2018 10:20;0,2;2,8;2,8;48,6;71,8;90,0
08/01/2018 10:50;0,2;2,2;3,0;46,6;72,0;90,2
08/01/2018 11:50;0,0;0,0;3,0;42,5;72,0;90,0
08/01/2018 12:50;0,0;0,0;3,0;42,1;72,0;90,0
08/01/2018 13:50;0,0;0,0;2,2;42,1;72,0;90,0
08/01/2018 14:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 15:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 16:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 17:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 18:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 19:50;0,0;0,0;0,0;41,9;72,0;90,0
08/01/2018 20:50;0,0;0,0;0,0;39,7;72,0;90,0
08/01/2018 21:30;0,39;0,4;0,4;24,0;72,4;90,4
08/01/2018 21:40;0,2;0,6;0,6;20,1;72,6;90,6
08/01/2018 21:50;0,2;0,8;0,8;18,5;72,8;90,8
08/01/2018 22:00;0,2;1,0;1,0;18,5;73,0;91,0
08/01/2018 22:10;1,77;2,8;2,8;19,9;74,8;92,7
08/01/2018 22:20;1,96;4,7;4,7;21,4;76,7;94,7
08/01/2018 22:30;1,96;6,3;6,7;23,2;78,7;96,6
08/01/2018 22:40;1,96;8,1;8,6;24,8;80,7;98,6
08/01/2018 22:50;2,16;10,0;10,8;26,3;82,8;100,8
08/01/2018 23:00;1,77;11,6;12,6;27,7;84,6;102,5
08/01/2018 23:10;1,96;11,8;14,5;29,3;86,6;104,5
08/01/2018 23:20;1,77;11,6;16,3;30,3;88,3;106,3
08/01/2018 23:30;1,77;11,4;18,1;31,6;90,1;108,0
08/01/2018 23:40;1,57;11,0;19,6;32,6;91,7;109,6
08/01/2018 23:50;1,37;10,2;21,0;33,4;93,0;111,0
09/01/2018 00:00;1,57;10,0;22,6;34,6;94,6;112,5
09/01/2018 00:10;1,37;9,4;23,9;35,8;96,0;113,9
09/01/2018 00:20;1,37;9,0;25,3;36,7;97,3;115,3
09/01/2018 00:30;1,18;8,4;26,5;37,7;98,5;116,5
09/01/2018 00:40;1,37;8,2;27,9;38,9;99,9;117,8
09/01/2018 00:50;0,98;7,8;28,9;39,7;100,9;118,8
09/01/2018 01:00;1,18;7,5;30,0;40,7;102,1;120,0
09/01/2018 01:10;0,79;6,9;30,8;41,1;102,8;120,8
09/01/2018 01:30;0,2;4,5;30,6;39,9;103,0;121,0
09/01/2018 01:50;0,0;2,2;30,2;39,5;103,0;121,0
09/01/2018 02:50;0,0;0,0;20,2;38,3;103,0;121,0
09/01/2018 03:50;0,0;0,0;10,0;38,1;103,0;121,0
09/01/2018 04:50;0,0;0,0;2,2;38,1;102,8;121,0
09/01/2018 05:50;0,0;0,0;0,0;36,7;102,8;121,0
09/01/2018 06:50;0,0;0,0;0,0;34,0;95,8;121,0
09/01/2018 07:50;0,0;0,0;0,0;34,0;94,0;121,0
09/01/2018 08:50;0,0;0,0;0,0;34,0;93,4;121,0
09/01/2018 09:50;0,0;0,0;0,0;33,2;86,5;121,0
09/01/2018 10:50;0,0;0,0;0,0;31,0;77,6;121,0
09/01/2018 11:50;0,0;0,0;0,0;31,0;73,5;121,0
09/01/2018 12:50;0,0;0,0;0,0;31,0;73,1;121,0
09/01/2018 13:50;0,0;0,0;0,0;31,0;73,1;121,0
09/01/2018 14:50;0,0;0,0;0,0;31,0;72,9;121,0
09/01/2018 15:50;0,0;0,0;0,0;31,0;72,9;121,0
09/01/2018 16:50;0,0;0,0;0,0;31,0;72,9;121,0
09/01/2018 17:50;0,0;0,0;0,0;31,0;72,9;121,0
09/01/2018 18:50;0,0;0,0;0,0;31,0;72,9;121,0
09/01/2018 19:50;0,0;0,0;0,0;31,0;72,9;120,4
09/01/2018 20:50;0,0;0,0;0,0;31,0;70,8;116,4
09/01/2018 21:50;0,0;0,0;0,0;30,2;48,7;108,8
09/01/2018 22:50;0,0;0,0;0,0;20,2;46,6;104,6
09/01/2018 23:50;0,0;0,0;0,0;10,0;43,4;103,4
10/01/2018 00:50;0,0;0,0;0,0;2,2;41,8;103,2
10/01/2018 01:50;0,0;0,0;0,0;0,0;39,5;103,2
10/01/2018 02:50;0,0;0,0;0,0;0,0;38,3;103,2
10/01/2018 03:50;0,0;0,0;0,0;0,0;38,1;103,0
10/01/2018 04:50;0,0;0,0;0,0;0,0;38,1;103,0
10/01/2018 05:50;0,0;0,0;0,0;0,0;36,7;103,0
10/01/2018 06:50;0,0;0,0;0,0;0,0;34,0;103,0
10/01/2018 07:50;0,0;0,0;0,0;0,0;34,0;103,0
10/01/2018 08:50;0,0;0,0;0,0;0,0;34,0;103,0
10/01/2018 09:50;0,0;0,0;0,0;0,0;33,2;103,0
10/01/2018 10:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 11:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 12:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 13:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 14:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 15:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 16:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 17:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 18:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 19:50;0,0;0,0;0,0;0,0;31,0;103,0
10/01/2018 20:50;0,0;0,0;0,0;0,0;31,0;103,0
